url,locale,content_type,category,role,title,h1,description_length,inbound_internal_links,outbound_internal_links,overlap_group,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position,gsc_actual_date_start,gsc_actual_date_end,naver_top30_clicks,naver_top30_impressions,naver_top30_ctr,naver_top30_rank,naver_is_top30,naver_coverage_type,bing_clicks,bing_impressions,bing_ctr,bing_position,known_clicks,known_impressions,known_clicks_excluding_naver_total,known_impressions_excluding_naver_total,platform_observed_clicks,platform_observed_impressions,platform_count,query_count,top_queries,opportunity_type,opportunity_score,recommended_action,data_confidence,manual_review_required
/posts/economicInfo/inflation-basics,ko,post,economicInfo,SUPPORTING_ARTICLE,물가와 금리 기본 구조: 장기 투자자가 봐야 할 인플레이션 흐름,물가와 금리 기본 구조: 장기 투자자가 봐야 할 인플레이션 흐름,57,1,7,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/economicInfo/oil-shock-to-usdkrw-korea-transmission,ko,post,economicInfo,SUPPORTING_ARTICLE,유가 급등이 원/달러에 미치는 영향: 한국식 전파 경로(무역수지·물가·수급)로 읽기,유가 급등이 원/달러에 미치는 영향: 한국식 전파 경로(무역수지·물가·수급)로 읽기,89,9,9,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/investingInfo/fx-hedge-vs-fx-exposure-korea-3-conditions,ko,post,investingInfo,SUPPORTING_ARTICLE,환헤지 vs 환노출: 국내 개인 투자자(원화 기준)에게 ‘정답’이 달라지는 3가지 조건,환헤지 vs 환노출: 국내 개인 투자자(원화 기준)에게 ‘정답’이 달라지는 3가지 조건,182,0,8,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/investingInfo/korea-etf-deep-dive-tnx,ko,post,investingInfo,SUPPORTING_ARTICLE,"한국 ETF가 TNX에 민감한 이유: 환율, 외국인 수급, 반도체 구조","한국 ETF가 TNX에 민감한 이유: 환율, 외국인 수급, 반도체 구조",60,4,6,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/investingInfo/rates-discount-mortgage-demand-apt-prices,ko,post,investingInfo,SUPPORTING_ARTICLE,금리(할인율)는 어떻게 서울·경기·인천 아파트 가격을 흔드는가: 대출금리·수요·심리 3채널로 분해하기,금리(할인율)는 어떻게 서울·경기·인천 아파트 가격을 흔드는가: 대출금리·수요·심리 3채널로 분해하기,98,1,10,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/investingInfo/real-estate-role-in-portfolio-risk-budget,ko,post,investingInfo,LOW_PRIORITY,가계 자산배분에서 부동산은 ‘비중’이 아니라 ‘역할’이다: 현대형 60/40(리스크 예산)로 다시 설계하기,가계 자산배분에서 부동산은 ‘비중’이 아니라 ‘역할’이다: 현대형 60/40(리스크 예산)로 다시 설계하기,144,0,8,real-estate-data,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/investingInfo/seoul-gyeonggi-incheon-risk-budget-framework,ko,post,investingInfo,LOW_PRIORITY,서울·경기·인천을 ‘지역 선택’이 아니라 ‘리스크 예산’으로 읽는 법: 변동성·유동성·회복탄력 3축,서울·경기·인천을 ‘지역 선택’이 아니라 ‘리스크 예산’으로 읽는 법: 변동성·유동성·회복탄력 3축,135,2,8,real-estate-data,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/investingInfo/sp500-impact-on-korea-kospi,ko,post,investingInfo,SUPPORTING_ARTICLE,미국 증시(S&P500)가 한국 경제·코스피에 미치는 영향: 환율·금리·외국인 수급의 연결고리,미국 증시(S&P500)가 한국 경제·코스피에 미치는 영향: 환율·금리·외국인 수급의 연결고리,100,10,18,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/investingInfo/us10y-impact-on-korea-and-stock-market,ko,post,investingInfo,SUPPORTING_ARTICLE,미국 10년물 국채금리 TNX가 한국 주식시장과 환율에 미치는 영향,미국 10년물 국채금리 TNX가 한국 주식시장과 환율에 미치는 영향,60,8,6,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/personalFinance/apartment-buying-calculator-guide,ko,post,personalFinance,SUPPORTING_ARTICLE,아파트 구매 계산기: 집값·현금·대출·월상환액 한 번에 보는 법,아파트 구매 계산기: 집값·현금·대출·월상환액 한 번에 보는 법,111,0,6,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/personalFinance/apartment-buying-costs-before-purchase,ko,post,personalFinance,SUPPORTING_ARTICLE,아파트 매수 전 계산해야 할 비용 5가지 | DSR LTV 현금표,아파트 매수 전 계산해야 할 비용 5가지 | DSR LTV 현금표,89,2,6,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/personalFinance/apartment-transaction-volume-decline-meaning,ko,post,personalFinance,SUPPORTING_ARTICLE,아파트 거래량 감소 의미 | 거래량 줄면 집값은 어떻게 봐야 할까,아파트 거래량 감소 의미 | 거래량 줄면 집값은 어떻게 봐야 할까,91,0,4,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/personalFinance/dsr-pass-ltv-cash-bottleneck,ko,post,personalFinance,SUPPORTING_ARTICLE,DSR 통과 후 LTV 현금 부대비용 병목 이해하기 | 아파트 구매 가능 금액,DSR 통과 후 LTV 현금 부대비용 병목 이해하기 | 아파트 구매 가능 금액,74,8,5,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/personalFinance/emergency-fund-by-risk,ko,post,personalFinance,SUPPORTING_ARTICLE,비상금은 ‘몇 개월’이 아니라 ‘리스크’로 정한다: 직장·가족·대출 기준표로 끝내기,비상금은 ‘몇 개월’이 아니라 ‘리스크’로 정한다: 직장·가족·대출 기준표로 끝내기,119,14,10,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/personalFinance/fire-sequence-risk-first-5-years,ko,post,personalFinance,SUPPORTING_ARTICLE,은퇴 직전·직후 5년이 FIRE를 결정한다: ‘순서 리스크’(초반 급락)와 인출 전략을 정리 + 툴로 스트레스 테스트,은퇴 직전·직후 5년이 FIRE를 결정한다: ‘순서 리스크’(초반 급락)와 인출 전략을 정리 + 툴로 스트레스 테스트,163,1,9,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/personalFinance/high-rate-debt-vs-invest-threshold-rule,ko,post,personalFinance,SUPPORTING_ARTICLE,"고금리 시대: 빚부터 갚을까, 투자부터 할까? (이자율 ‘임계값’ 룰)","고금리 시대: 빚부터 갚을까, 투자부터 할까? (이자율 ‘임계값’ 룰)",179,10,9,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/personalFinance/how-to-read-apartment-transaction-prices,ko,post,personalFinance,SUPPORTING_ARTICLE,아파트 실거래가 보는 법 | 평균가 중앙값 평단가 거래량,아파트 실거래가 보는 법 | 평균가 중앙값 평단가 거래량,95,0,6,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/personalFinance/interest-rate-1p-loan-limit-impact,ko,post,personalFinance,SUPPORTING_ARTICLE,금리 1%p 상승 시 주담대 한도 변화 | DSR/LTV 계산기,금리 1%p 상승 시 주담대 한도 변화 | DSR/LTV 계산기,92,6,5,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/personalFinance/jeonse-to-home-purchase-cash-needed,ko,post,personalFinance,SUPPORTING_ARTICLE,전세에서 매매 갈아타기 필요한 현금 | DSR LTV 계산,전세에서 매매 갈아타기 필요한 현금 | DSR LTV 계산,80,0,6,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/personalFinance/large-apartment-complex-households-price-stability,ko,post,personalFinance,SUPPORTING_ARTICLE,대단지 아파트 가격 안정성 | 세대수 거래량 평단가 보는 법,대단지 아파트 가격 안정성 | 세대수 거래량 평단가 보는 법,92,0,5,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/personalFinance/ltv-dsr-calculator-guide,ko,post,personalFinance,SUPPORTING_ARTICLE,LTV DSR 계산기 사용법: 주담대 한도 계산 순서,LTV DSR 계산기 사용법: 주담대 한도 계산 순서,108,0,6,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/personalFinance/mortgage-risk-checklist-dsr-variable,ko,post,personalFinance,SUPPORTING_ARTICLE,아파트 매수 전 대출 리스크 체크리스트 | DSR LTV 금리 비상금,아파트 매수 전 대출 리스크 체크리스트 | DSR LTV 금리 비상금,77,8,5,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/personalFinance/salary-40m-mortgage-limit,ko,post,personalFinance,SUPPORTING_ARTICLE,연봉 4000만원 주담대 가능액 계산 | DSR 40% LTV 예산표,연봉 4000만원 주담대 가능액 계산 | DSR 40% LTV 예산표,78,0,5,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/posts/personalFinance/salary-50m-dsr-40-loan-limit,ko,post,personalFinance,SUPPORTING_ARTICLE,연봉 5000만원 DSR 40% 대출 가능액 | 주담대 한도표,연봉 5000만원 DSR 40% 대출 가능액 | 주담대 한도표,83,0,6,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/tools/home-buying-budget-calculator,ko,tool,tools,PRIMARY_TOOL,아파트 구매 계산기 - 보유 현금·주담대 한도·DSR LTV 예산 계산,아파트 구매 계산기,88,7,5,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/tools/mortgage-loan-calculator,ko,tool,tools,PRIMARY_TOOL,주담대 원리금 계산기 - 아파트 담보대출 월상환액 계산,주담대 원리금 계산기: 아파트 담보대출 월상환액 계산,89,4,0,real-estate-loan,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,18,No action until more search data,VERY_LOW,false
/en/posts/personalFinance/goal-amount-fast-strategy,en,post,personalFinance,EN_MAINTENANCE_ONLY,"Reach Your Target Amount Faster: Contribution, Return, or Time?","Reach Your Target Amount Faster: Contribution, Return, or Time?",149,5,4,compound-goal,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,12,No action until more search data,VERY_LOW,false
/en/posts/personalFinance/personal-start-5steps,en,post,personalFinance,EN_MAINTENANCE_ONLY,First Salary Budget Setup: 5 Steps for Young Professionals,First Salary Budget Setup: 5 Steps for Young Professionals,141,1,9,compound-goal,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,12,No action until more search data,VERY_LOW,false
/en/posts/personalFinance/simple-vs-compound,en,post,personalFinance,EN_MAINTENANCE_ONLY,Simple vs Compound Interest: Monthly Investing Example,Simple vs Compound Interest: Monthly Investing Example,149,7,5,compound-goal,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,12,No action until more search data,VERY_LOW,false
/en/tools/compound-interest,en,tool,tools,EN_MAINTENANCE_ONLY,"Compound Interest Calculator: Future Value, Monthly Contributions & Taxes",Compound Interest Calculator for Future Value,175,23,0,compound-goal,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,12,No action until more search data,VERY_LOW,false
/posts/personalFinance/personal-start-5steps,ko,post,personalFinance,SUPPORTING_ARTICLE,사회초년생 월급 관리 5단계: 예산·비상금·복리 투자 시작법,사회초년생 월급 관리 5단계: 예산·비상금·복리 투자 시작법,64,1,7,compound-goal,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,12,No action until more search data,VERY_LOW,false
/en/posts/personalFinance/dca-fx-volatility-decomposition,en,post,personalFinance,EN_MAINTENANCE_ONLY,DCA Returns Are “Asset Return + Currency Return”: A Volatility Decomposition Framework That Reduces Panic and Rule-Drift,DCA Returns Are “Asset Return + Currency Return”: A Volatility Decomposition Framework That Reduces Panic and Rule-Drift,424,1,7,dca-cagr,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,8,No action until more search data,VERY_LOW,false
/en/posts/personalFinance/fire-3-numbers-spending-horizon-withdrawal,en,post,personalFinance,EN_MAINTENANCE_ONLY,"FIRE Is Just 3 Numbers: Annual Spending, Retirement Horizon, and Withdrawal Rate (Then Validate in 10 Minutes)","FIRE Is Just 3 Numbers: Annual Spending, Retirement Horizon, and Withdrawal Rate (Then Validate in 10 Minutes)",349,0,7,dca-cagr,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,8,No action until more search data,VERY_LOW,false
/posts/investingInfo/dca-consistency-7-fail-patterns,ko,post,investingInfo,SUPPORTING_ARTICLE,적립식(DCA)은 ‘수익률’이 아니라 ‘지속성’ 게임: 실패하는 DCA 패턴 7가지,적립식(DCA)은 ‘수익률’이 아니라 ‘지속성’ 게임: 실패하는 DCA 패턴 7가지,87,7,10,dca-cagr,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,8,No action until more search data,VERY_LOW,false
/posts/investingInfo/diagnose-investing-skill-with-cagr,ko,post,investingInfo,SUPPORTING_ARTICLE,CAGR로 투자 실력 진단하기: MDD·변동성·샤프비율 함께 보기,CAGR로 투자 실력 진단하기: MDD·변동성·샤프비율 함께 보기,76,5,5,dca-cagr,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,8,No action until more search data,VERY_LOW,false
/posts/investingInfo/modern-6040-risk-budget,ko,post,investingInfo,SUPPORTING_ARTICLE,요즘형 60/40: 주식·채권·현금·금(또는 원자재)로 ‘리스크 예산’ 짜기,요즘형 60/40: 주식·채권·현금·금(또는 원자재)로 ‘리스크 예산’ 짜기,137,5,10,dca-cagr,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,8,No action until more search data,VERY_LOW,false
/posts/personalFinance/dca-fx-volatility-decomposition,ko,post,personalFinance,SUPPORTING_ARTICLE,해외자산 DCA에서 ‘수익률 변동’과 ‘환율 변동’을 분리해 읽는 법: 한국 사용자용 운영 규칙(불안·중단 방지),해외자산 DCA에서 ‘수익률 변동’과 ‘환율 변동’을 분리해 읽는 법: 한국 사용자용 운영 규칙(불안·중단 방지),90,0,8,dca-cagr,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,8,No action until more search data,VERY_LOW,false
/posts/personalFinance/dca-vs-lump-sum-when-results-differ,ko,post,personalFinance,SUPPORTING_ARTICLE,"적립식 투자와 일괄투자, 언제 결과가 달라질까? DCA 비교 계산법","적립식 투자와 일괄투자, 언제 결과가 달라질까? DCA 비교 계산법",87,1,4,dca-cagr,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,8,No action until more search data,VERY_LOW,false
/posts/personalFinance/dca-vs-lumpsum-decision-rules,ko,post,personalFinance,SUPPORTING_ARTICLE,DCA vs 일시금투자: 기대수익이 아니라 ‘후회·중단·변동성(실행 리스크)’로 결정하는 3단계 규칙,DCA vs 일시금투자: 기대수익이 아니라 ‘후회·중단·변동성(실행 리스크)’로 결정하는 3단계 규칙,107,5,8,dca-cagr,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,8,No action until more search data,VERY_LOW,false
/posts/personalFinance/is-dca-better-in-bear-market,ko,post,personalFinance,SUPPORTING_ARTICLE,하락장에서 적립식 투자가 유리하다는 말은 진짜일까? DCA 시나리오로 보기,하락장에서 적립식 투자가 유리하다는 말은 진짜일까? DCA 시나리오로 보기,90,0,4,dca-cagr,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,8,No action until more search data,VERY_LOW,false
/posts/personalFinance/monthly-dca-10-year-result,ko,post,personalFinance,SUPPORTING_ARTICLE,월 50만원 적립식 투자 10년 후 예상 금액: DCA 계산 예시,월 50만원 적립식 투자 10년 후 예상 금액: DCA 계산 예시,80,8,11,dca-cagr,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,8,No action until more search data,VERY_LOW,false
/en/market/indices,en,market,realEstate,EN_MAINTENANCE_ONLY,시장 데이터를 불러오는 중입니다.,시장 데이터를 불러오는 중입니다.,0,4,5,general,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,0,No action until more search data,VERY_LOW,true
/en/posts/economicInfo/eu-russia-gas-phaseout-price-channel,en,post,economicInfo,EN_MAINTENANCE_ONLY,"Europe’s Shift Away from Russian Gas: How Contracts, Storage, and Substitution Drive Prices","Europe’s Shift Away from Russian Gas: How Contracts, Storage, and Substitution Drive Prices",211,0,7,macro-market,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,0,No action until more search data,VERY_LOW,true
/en/posts/economicInfo/gold-geopolitics-real-rates-dollar-uncertainty,en,post,economicInfo,EN_MAINTENANCE_ONLY,Why Gold Can Rise in Geopolitical Stress: Real Rates + USD + Uncertainty (and When It Doesn’t),Why Gold Can Rise in Geopolitical Stress: Real Rates + USD + Uncertainty (and When It Doesn’t),194,0,6,macro-market,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,0,No action until more search data,VERY_LOW,true
/en/posts/economicInfo/policy-rate-cut-market-rates,en,post,economicInfo,EN_MAINTENANCE_ONLY,Rate Cuts vs Market Rates: Why Borrowing Costs May Stay High,Rate Cuts vs Market Rates: Why Borrowing Costs May Stay High,150,15,11,macro-market,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,0,No action until more search data,VERY_LOW,false
/en/posts/investingInfo/fx-hedge-vs-fx-exposure-korea-3-conditions,en,post,investingInfo,EN_MAINTENANCE_ONLY,FX-Hedged vs Unhedged Korea Exposure: 3 Conditions That Change the Right Answer,FX-Hedged vs Unhedged Korea Exposure: 3 Conditions That Change the Right Answer,275,0,4,macro-market,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,0,No action until more search data,VERY_LOW,false
/en/posts/investingInfo/us10y-impact-on-korea-and-stock-market,en,post,investingInfo,EN_MAINTENANCE_ONLY,"How TNX Affects Korea Stocks, USD/KRW, and Global Markets","How TNX Affects Korea Stocks, USD/KRW, and Global Markets",123,7,5,macro-market,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,0,No action until more search data,VERY_LOW,false
/en/posts/investingInfo/wti-impact-on-korea-kospi,en,post,investingInfo,EN_MAINTENANCE_ONLY,"WTI Oil and the KOSPI: Inflation, USD/KRW, Rates and Sector Impact","WTI Oil and the KOSPI: Inflation, USD/KRW, Rates and Sector Impact",129,10,9,macro-market,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,0,No action until more search data,VERY_LOW,false
/en/posts/personalFinance/fire-spending-buckets-essential-choice-insurance,en,post,personalFinance,EN_MAINTENANCE_ONLY,Retirement spending should be split into Essential / Lifestyle / Insurance (risk costs): build buffers and validate with the FIRE calculator,Retirement spending should be split into Essential / Lifestyle / Insurance (risk costs): build buffers and validate with the FIRE calculator,230,0,6,fire-retirement,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,0,No action until more search data,VERY_LOW,false
/market/indices,ko,market,realEstate,DATA_PAGE,시장 데이터를 불러오는 중입니다.,시장 데이터를 불러오는 중입니다.,0,1,5,general,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,0,No action until more search data,VERY_LOW,true
/posts/economicInfo/geopolitics-to-usd-liquidity-fx,ko,post,economicInfo,LOW_PRIORITY,전쟁이 달러 강세로 번역되는 순간: ‘안전자산’이 아니라 ‘달러 유동성’으로 읽기,전쟁이 달러 강세로 번역되는 순간: ‘안전자산’이 아니라 ‘달러 유동성’으로 읽기,110,8,7,macro-market,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,0,No action until more search data,VERY_LOW,false
/posts/economicInfo/hormuz-risk-oil-insurance-freight-premium,ko,post,economicInfo,LOW_PRIORITY,중동 원유 수송 리스크 한 장으로 끝내기: 유가는 ‘봉쇄’보다 ‘보험료·운임 프리미엄’에 먼저 반응한다,중동 원유 수송 리스크 한 장으로 끝내기: 유가는 ‘봉쇄’보다 ‘보험료·운임 프리미엄’에 먼저 반응한다,96,1,9,macro-market,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,0,No action until more search data,VERY_LOW,false
/posts/economicInfo/indicator-basics,ko,post,economicInfo,LOW_PRIORITY,경제지표 읽는 법: GDP·실업률·PMI를 실제로 쓰는 방법,경제지표 읽는 법: GDP·실업률·PMI를 실제로 쓰는 방법,73,4,8,macro-market,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,0,No action until more search data,VERY_LOW,false
/posts/economicInfo/tariffs-growth-margins-fx-package-shock,ko,post,economicInfo,LOW_PRIORITY,관세는 ‘물가’만의 문제가 아니다: 성장·마진·환율을 동시에 흔드는 패키지 충격,관세는 ‘물가’만의 문제가 아니다: 성장·마진·환율을 동시에 흔드는 패키지 충격,94,8,9,macro-market,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,0,No action until more search data,VERY_LOW,false
/posts/economicInfo/war-risk-oil-supply-insurance-shipping,ko,post,economicInfo,LOW_PRIORITY,전쟁 뉴스가 유가를 움직이는 3단계: 공급·보험·운송이 만드는 ‘리스크 프리미엄’,전쟁 뉴스가 유가를 움직이는 3단계: 공급·보험·운송이 만드는 ‘리스크 프리미엄’,114,1,9,macro-market,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,0,No action until more search data,VERY_LOW,false
/posts/economicInfo/war-theme-investing-price-chain-not-winners,ko,post,economicInfo,LOW_PRIORITY,전쟁 테마의 함정: ‘수혜주’가 아니라 ‘가격 사슬(원가·운임·환율)’로 읽어야 한다,전쟁 테마의 함정: ‘수혜주’가 아니라 ‘가격 사슬(원가·운임·환율)’로 읽어야 한다,94,1,9,macro-market,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,0,No action until more search data,VERY_LOW,false
/posts/investingInfo/dxy-market-impact,ko,post,investingInfo,LOW_PRIORITY,DXY가 변화하면 시장은 어떻게 움직일까? 미국 증시·환율·코스피까지,DXY가 변화하면 시장은 어떻게 움직일까? 미국 증시·환율·코스피까지,79,20,16,macro-market,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,0,No action until more search data,VERY_LOW,false
/posts/personalFinance/fire-spending-buckets-essential-choice-insurance,ko,post,personalFinance,LOW_PRIORITY,은퇴 지출은 ‘필수·선택·보험(리스크 비용)’으로 나눠야 흔들리지 않는다: 생활비 설계 + FIRE 시뮬레이터로 안전마진 잡기,은퇴 지출은 ‘필수·선택·보험(리스크 비용)’으로 나눠야 흔들리지 않는다: 생활비 설계 + FIRE 시뮬레이터로 안전마진 잡기,127,0,9,fire-retirement,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,0,No action until more search data,VERY_LOW,false
/posts/personalFinance/inflation-household-survival-strategy,ko,post,personalFinance,LOW_PRIORITY,"물가 상승 시대의 가계 생존전략: 생활비/고정비 줄이기, 현금흐름 관리(가계부·예산·비상금)","물가 상승 시대의 가계 생존전략: 생활비/고정비 줄이기, 현금흐름 관리(가계부·예산·비상금)",116,7,10,macro-market,,,,,,,,,,,false,,,,,,,,,,,,,,,NO_DATA,0,No action until more search data,VERY_LOW,false
